Direction,Month,Hour,Total_Carriageway_Flow,Total_Flow_vehicles_less_than_5pt2m,Total_Flow_vehicles_5pt21m_6pt6m,Total_Flow_vehicles_6pt61m_11pt6m,Total_Flow_vehicles_above_11pt6m,Speed_Value,WeekDay
M621_J4_WB,6,19,436,32,10,2,13,80,2
M621_J1toM62_WB,11,10,18,160,6,2,6,85,4
A38_M_NB,8,6,348,553,7,1,4,12,5
M621_J5toJ6_EB,4,21,86,117,11,6,2,87,6
A38_M_NB,9,3,12,16,17,5,8,65,1
M621_J4_EB,1,17,261,37,1,21,4,79,2
M621_J7toJ6_WB,1,21,64,88,10,21,1,89,3
M621_J1toM62_WB,5,7,171,361,18,47,4,62,6
A38_M_NB,9,22,263,335,8,4,7,120,1
M621_J7toM1_EB,3,8,51,2,10,1,54,85,0
M606_J3toJ2,9,20,242,402,5,4,10,100,4
M621_J5toJ6_EB,9,18,296,255,3,20,10,84,2
M621_J1_EB,3,20,188,29,15,0,25,67,0
M621_J7_EB,9,9,192,40,5,4,4,80,2
M621_J4_EB,8,18,407,29,3,20,11,83,4
M606_J3toJ2,4,22,53,158,9,43,9,48,6
A38_M_NB,8,11,183,73,10,2,9,82,3
A38_M_NB,3,15,376,56,47,8,6,80,5
M621_J6_WB,10,22,41,284,5,21,2,96,1
A38_M_NB,12,4,161,60,101,6,6,81,6
A38_M_NB,10,9,196,203,6,23,8,98,1
M621_J3toJ2A_WB,4,5,556,50,77,3,9,84,0
A38_M_NB,10,19,176,74,14,9,3,81,3
A38_M_NB,1,10,356,162,108,6,8,113,6
A38_M_NB,4,4,169,217,11,14,2,86,4
M606_J3toJ2,8,11,73,525,15,7,3,80,2
M621_J1toM62_WB,8,12,43,37,23,13,1,90,4
M621_J4_WB,2,10,431,197,5,2,4,72,6
M621_J6_EB,9,16,113,61,15,16,20,54,2
M621_J4_EB,2,23,44,234,17,32,3,85,5
M621_J3toJ2A_EB,1,14,129,582,7,4,0,99,3
A38_M_NB,11,8,23,604,2,0,2,80,6
M621_J1toM62_WB,11,1,287,614,4,14,5,97,2
A38_M_NB,10,16,218,30,3,46,13,85,6
M621_J7_EB,5,5,232,148,2,20,27,76,4
M606_J3toJ2,4,17,7,359,14,40,1,75,5
M621_J1toM62_WB,1,17,217,199,156,4,16,75,2
A38_M_NB,4,13,17,391,1,4,18,81,1
M621_J1toM62_WB,3,18,1,19,6,15,77,88,3
M621_J4_EB,9,4,118,414,10,3,2,80,4
M621_J2_WB,11,3,345,436,99,7,14,85,0
M621_J7_EB,1,9,201,304,31,10,3,90,1
M621_J1toM62_WB,8,20,203,59,296,10,3,89,6
M621_J7toM1_EB,6,7,78,813,16,16,5,95,6
M621_J7_EB,3,10,182,565,35,6,2,60,3
M621_J6_WB,8,22,22,5,26,2,5,90,3
A38_M_NB,11,15,136,106,11,15,1,83,1
M606_J1toJ2,10,9,340,93,7,16,4,88,2
M621_J1_EB,10,4,34,10,34,4,5,76,2
A38_M_NB,9,17,103,36,2,6,3,82,0
A38_M_NB,4,20,99,349,3,5,11,88,1
A38_M_NB,1,23,463,82,131,7,2,91,6
M621_J1toM62_WB,9,17,265,9,118,7,6,80,6
A38_M_NB,4,9,38,135,18,0,3,74,3
A38_M_NB,4,1,256,29,8,16,12,84,5
M621_J7toM1_EB,5,7,33,55,3,13,18,99,4
M621_J2_WB,9,22,295,273,108,55,5,86,1
A38_M_NB,7,1,147,488,16,3,16,80,5
M621_J7_EB,9,1,143,547,1,3,5,88,2
A38_M_NB,3,4,130,109,66,3,10,75,6
M621_J27_WB,6,7,208,153,37,2,5,106,0
M621_J7_EB,9,16,5,118,16,1,5,105,2
M621_M1toJ7_WB,4,23,166,7,11,88,4,76,4
A38_M_NB,10,13,94,50,14,16,2,123,2
M621_J4_WB,9,22,20,48,4,6,1,79,2
A38_M_NB,1,3,693,65,23,4,3,73,0
M621_J3toJ2A_WB,10,2,135,62,11,0,2,59,4
M621_J6_EB,7,13,252,59,15,7,3,87,3
M621_J1_EB,6,5,424,279,4,8,3,94,1
M621_J4_EB,12,12,115,95,13,23,1,84,6
M621_J1_EB,4,22,245,161,8,8,1,86,2
M606_J3toJ2,1,21,12,21,18,0,3,20,2
M621_J1_EB,10,5,517,434,10,2,3,107,2
M621_J4_EB,10,22,183,201,203,8,12,84,1
M621_J4_EB,9,18,348,139,61,5,1,59,1
M621_J7toM1_EB,7,14,428,303,5,4,3,66,0
M621_J7_EB,8,16,254,46,9,4,2,80,0
M621_J3toJ2A_WB,8,5,339,92,12,8,0,81,0
M621_J4_EB,6,18,90,78,80,21,5,69,0
M621_J3toJ2A_EB,1,14,5,668,14,7,4,83,5
M621_J4_WB,3,12,318,41,13,5,8,82,4
M621_J1toM62_WB,4,21,505,27,19,7,2,83,4
M621_J7toM1_EB,8,9,210,294,10,7,2,79,4
A38_M_NB,10,6,114,38,12,2,93,63,5
A38_M_NB,7,22,267,16,11,5,4,82,2
A38_M_NB,4,8,137,180,4,11,2,112,0
A38_M_NB,8,0,269,293,236,0,3,80,6
M621_J3toJ2A_WB,6,14,6,95,14,1,4,86,6
A38_M_NB,1,22,70,127,8,6,17,101,0
A38_M_NB,8,15,190,122,7,2,5,57,2
A38_M_NB,9,1,320,208,14,2,2,80,4
M621_J6toJ5_WB,6,14,1,118,13,8,4,89,4
M621_J7_EB,9,12,170,18,78,7,3,104,0
M621_J4_EB,7,7,197,245,16,10,12,93,1
M621_J1toM62_WB,6,19,443,205,14,5,3,76,2
M621_J5toJ6_EB,7,22,273,174,8,57,24,86,4
M621_J7_EB,1,17,7,37,14,11,2,107,6
M621_J1_WB,11,9,29,154,71,56,10,76,4
M621_J4_WB,8,19,549,205,35,15,0,110,3
M621_J4_WB,6,19,3,266,15,32,87,80,1
M621_J1_WB,4,17,225,125,5,30,2,77,1
A38_M_NB,10,18,282,133,125,4,9,74,0
M621_J27_WB,8,7,143,11,74,55,4,105,3
M621_J1_WB,3,6,377,41,16,4,4,74,5
M621_J7toJ6_WB,4,3,133,84,5,1,4,82,6
A38_M_NB,6,1,337,254,0,16,0,89,6
M621_M1toJ7_WB,1,22,579,80,7,7,4,91,2
M621_J4_WB,6,5,144,324,4,8,2,100,3
M621_J7toM1_EB,6,7,331,515,13,6,8,91,2
M606_J1toJ2,9,15,65,8,17,23,5,83,2
M621_J4_EB,9,20,12,140,8,7,5,90,6
A38_M_NB,4,0,1216,39,16,7,8,55,0
M621_J6_EB,10,5,68,185,7,62,1,79,1
A38_M_NB,1,9,162,60,46,7,0,90,2
M621_J1toM62_WB,12,15,145,14,3,20,4,87,6
M606_J3toJ2,7,11,122,186,4,18,1,107,4
M621_J6_WB,8,14,12,148,13,2,3,83,2
M621_J7toM1_EB,8,20,245,812,3,7,10,80,0
A38_M_NB,8,7,514,31,83,49,2,100,4
M621_J7_EB,9,15,493,82,23,16,1,76,5
A38_M_NB,10,2,614,725,43,19,6,108,0
M621_J4_EB,9,23,63,264,34,20,7,81,1
M621_J4_EB,10,2,270,258,17,2,9,82,1
M621_J4_WB,10,9,7,203,55,1,10,95,5
M621_J4_WB,6,5,27,81,8,19,4,80,3
M621_J7toM1_EB,1,21,261,223,2,13,0,80,2
M606_J3toJ2,6,10,133,132,4,3,1,74,2
M621_J1toM62_WB,1,6,300,78,3,3,4,103,6
M621_J4_EB,3,15,112,402,10,13,2,76,1
M621_J2_WB,4,23,39,290,20,6,0,82,1
M621_J1toM62_WB,9,2,416,166,13,5,18,86,0
M621_J7toJ6_WB,9,9,371,16,14,4,7,113,5
M621_J6toJ5_WB,7,11,163,80,20,43,3,90,6
M621_J2_WB,11,6,492,414,15,2,3,98,0
M606_J3toJ2,6,23,53,64,9,10,0,104,0
M621_J5toJ6_EB,4,19,184,20,30,8,1,85,1
M621_J7_EB,4,9,223,34,14,6,2,88,4
M606_J3toJ2,1,8,221,153,15,2,0,90,4
M621_J7toM1_EB,1,2,28,941,5,4,4,96,0
M621_J1toM62_WB,11,13,673,161,7,5,1,75,0
M606_J3toJ2,1,21,561,336,4,16,9,90,0
M621_J4_EB,9,19,504,6,13,20,4,82,2
A38_M_NB,7,11,46,25,18,4,2,89,4
M621_J7toM1_EB,3,23,192,133,5,2,7,72,6
M621_J6_WB,8,22,243,104,16,45,2,54,1
A38_M_NB,9,22,22,63,7,1,9,80,2
M621_J7toM1_EB,3,7,794,10,4,9,1,81,2
M621_J7_EB,10,23,1,311,26,9,13,70,5
M621_J4_EB,9,17,309,129,19,2,31,57,4
M621_J7toM1_EB,9,9,38,34,5,8,1,86,0
M621_J6_WB,3,19,291,60,18,39,16,88,2
M621_J4_WB,4,11,224,25,19,4,3,71,5
M621_J7_EB,9,5,8,72,19,4,14,93,6
M606_J3toJ2,12,7,313,68,52,14,37,69,6
M606_J3toJ2,5,6,34,366,15,2,6,82,1
A38_M_NB,3,15,148,45,11,6,6,87,0
M621_J6_EB,10,4,530,348,37,8,14,86,0
M621_J7_EB,4,22,847,8,6,18,3,88,2
M621_J4_WB,10,12,183,171,16,7,5,89,2
M621_J7_EB,5,7,536,394,37,6,0,94,3
M621_J7_EB,1,13,264,114,11,5,4,69,3
M621_J1toM62_WB,10,3,156,243,3,5,3,64,4
M621_J4_WB,8,9,84,208,10,7,1,86,1
M621_J1_WB,8,18,20,65,1,13,1,67,4
M606_J3toJ2,8,17,142,172,16,3,3,84,2
M621_J7toM1_EB,10,13,323,164,28,18,2,84,6
M621_J1toM62_WB,4,7,242,27,8,2,4,70,4
M621_J7_EB,11,9,639,64,10,29,7,86,1
M621_J4_EB,1,12,573,51,5,11,3,80,3
M621_J1_EB,3,23,84,2,2,4,1,67,6
M621_J1_WB,10,3,66,335,19,41,4,74,3
M621_J7_EB,8,23,206,12,55,13,2,86,4
A38_M_NB,9,20,27,12,55,0,9,91,0
M621_J1toM62_WB,12,0,14,164,14,1,1,82,2
A38_M_NB,9,1,328,147,26,26,1,97,6
M606_J2toJ1,3,7,207,28,5,1,2,90,5
A38_M_NB,11,1,234,107,12,24,1,46,2
M621_J1_EB,1,22,85,97,12,4,3,86,1
M621_J4_WB,4,8,131,170,17,3,0,73,0
M621_J1_WB,10,12,44,33,50,2,6,62,1
M621_J1toM62_WB,10,0,272,255,14,7,4,71,4
M621_J27_WB,10,9,36,21,10,6,4,61,2
M621_J4_EB,3,14,96,55,139,7,4,69,1
A38_M_NB,3,1,216,39,1,1,3,80,1
A38_M_NB,6,19,91,317,18,16,2,94,0
M621_J7toM1_EB,1,14,779,139,30,4,8,86,1
M606_J3toJ2,9,23,169,204,12,5,13,82,5
M621_J6_EB,3,15,220,33,3,12,3,81,3
M621_J3toJ2A_EB,4,19,988,232,3,4,2,82,0
M621_J4_WB,9,17,271,122,1,6,20,68,1
A38_M_NB,9,18,206,177,14,10,0,96,2
M621_J4_WB,10,22,622,23,6,4,0,88,2
M621_J7_EB,3,3,1,58,1,3,2,82,6
M621_J6_EB,10,21,462,49,28,0,6,73,2
M621_J3toJ2A_EB,8,1,115,47,174,4,0,85,4
A38_M_NB,4,23,189,279,15,7,9,83,2
M621_J27_WB,1,5,433,67,11,7,13,72,4
M606_J2toJ1,10,11,216,4,19,1,9,89,0
M621_J3toJ2A_EB,6,13,125,140,2,22,0,87,0
M621_J3toJ2A_WB,10,3,158,150,19,6,2,90,5
M621_J1toM62_WB,7,23,127,98,17,7,28,84,5
M621_J6_EB,10,14,374,45,2,0,2,80,3
M621_J1_EB,8,13,609,55,22,4,4,80,5
M606_J1toJ2,3,17,5,53,12,19,9,94,3
M621_J4_EB,11,0,132,141,13,6,5,86,2
A38_M_NB,1,12,111,55,28,0,2,102,1
M606_J3toJ2,8,23,125,53,63,22,7,68,6
M621_J1toM62_WB,10,14,76,609,92,3,0,77,1
A38_M_NB,8,18,13,205,307,42,3,90,2
A38_M_NB,7,5,234,52,213,7,2,75,6
M621_J3toJ2A_EB,10,8,328,18,3,8,8,81,2
M621_J4_WB,8,1,158,32,13,35,7,84,6
M621_J7toJ6_WB,1,18,226,70,12,13,15,85,6
M621_J7toJ6_WB,10,15,260,33,52,1,37,88,4
M621_J1toM62_WB,9,3,154,232,10,4,8,84,3
M621_J4_EB,10,22,289,73,11,1,5,103,2
A38_M_NB,5,3,57,556,13,7,9,68,0
A38_M_NB,10,5,219,36,15,5,6,74,1
M606_J2toJ1,10,8,129,86,30,2,3,93,1
M621_J4_WB,10,21,95,186,18,8,8,94,6
A38_M_NB,8,14,498,28,2,2,3,91,5
M621_J1_EB,3,17,307,147,5,3,2,84,1
M621_M1toJ7_WB,1,10,82,460,43,31,2,72,2
M606_J1toJ2,12,12,96,30,10,1,2,86,1
M621_J6_EB,3,13,197,268,53,12,3,76,6
A38_M_NB,1,8,155,311,17,7,4,110,1
M621_J4_WB,6,19,211,175,24,5,15,76,5
M621_J1toM62_WB,4,4,5,182,49,3,9,89,4
M621_J4_EB,9,4,130,122,152,4,18,82,4
A38_M_NB,8,19,50,153,15,8,5,85,1
M621_J6_EB,8,7,257,232,5,10,5,57,1
A38_M_NB,8,5,567,293,4,4,13,84,3
M606_J1toJ2,2,19,186,222,13,8,5,80,5
M621_J4_WB,10,12,197,58,43,1,3,86,6
M621_J4_EB,5,8,157,112,15,13,1,85,4
M606_J2toJ1,6,15,533,267,23,7,3,94,1
M621_J7_EB,3,20,40,114,19,5,6,82,5
A38_M_NB,4,5,119,10,1,1,7,86,2
M606_J1toJ2,9,14,43,47,11,2,4,74,2
A38_M_NB,9,5,126,23,69,2,3,90,3
A38_M_NB,1,7,197,19,10,4,3,81,3
M621_J4_EB,9,21,23,58,3,0,3,85,6
M621_J7toM1_EB,4,7,142,187,13,5,9,92,1
M621_J7toJ6_WB,8,4,142,265,12,3,8,82,6
M621_J4_EB,1,20,95,9,10,9,10,82,4
M606_J1toJ2,9,6,180,151,11,12,9,86,4
M621_J6_EB,4,11,28,18,12,0,2,83,0
M621_J7toM1_EB,9,2,664,433,14,3,2,80,3
M621_J4_WB,5,22,40,27,138,7,31,96,1
M621_J6_EB,10,18,644,53,6,0,2,95,2
M621_J6_WB,1,1,17,181,3,13,2,79,6
M621_J4_EB,9,1,185,235,43,4,2,87,5
M621_J27_WB,1,6,409,17,8,8,2,89,5
M621_J3toJ2A_EB,9,20,154,50,4,4,6,88,5
M621_J7toM1_EB,10,18,469,68,3,1,9,85,2
M621_M1toJ7_WB,9,23,81,197,65,3,4,98,2
M621_J7_EB,4,12,99,0,59,0,0,69,4
M621_J1_EB,1,5,45,21,25,45,2,88,5
M621_J3toJ2A_EB,10,8,48,419,140,6,1,91,6
A38_M_NB,9,7,219,26,15,10,32,89,5
M606_J1toJ2,6,1,270,233,6,24,2,84,0
M621_J7_EB,8,21,66,177,12,2,1,84,3
A38_M_NB,10,20,272,234,16,15,8,69,2
M621_J4_EB,6,16,135,10,26,4,17,89,0
M621_J3toJ2A_WB,10,7,33,193,3,2,3,74,5
A38_M_NB,11,2,527,70,9,5,5,90,3
A38_M_NB,6,22,36,139,15,2,8,80,5
M621_J3toJ2A_WB,11,8,205,39,13,17,7,81,0
M621_J3toJ2A_EB,3,21,107,10,17,10,4,85,1
A38_M_NB,1,7,76,182,2,19,4,75,5
M621_J2_WB,9,15,291,89,2,1,8,91,4
A38_M_NB,9,2,221,110,28,1,6,83,3
M606_J3toJ2,8,22,240,464,11,4,1,88,5
M606_J1toJ2,9,13,110,28,62,5,3,110,6
A38_M_NB,8,1,45,18,11,8,4,90,1
M621_J4_WB,8,11,104,110,3,1,14,88,6
M621_J1toM62_WB,12,9,70,29,16,24,4,86,1
M606_J1toJ2,2,15,580,66,8,7,3,88,1
M606_J2toJ1,1,7,460,265,14,5,30,56,3
M621_J7toJ6_WB,5,7,16,189,16,14,2,113,0
M621_J3toJ2A_EB,7,7,100,51,6,4,2,109,3
M606_J2toJ1,1,16,464,198,11,7,3,74,4
M621_J2_WB,9,5,107,41,292,3,0,95,1
M621_J1_WB,8,8,237,270,142,2,0,80,0
M621_J7toJ6_WB,3,5,232,45,10,5,0,89,0
M606_J1toJ2,7,20,21,93,35,1,5,89,1
A38_M_NB,10,10,106,219,94,3,7,97,6
M621_J7toJ6_WB,3,9,11,200,30,8,45,77,4
M606_J1toJ2,10,23,342,568,7,12,0,81,2
A38_M_NB,1,0,56,514,2,5,8,85,2
M621_J2_WB,9,13,312,32,8,7,6,100,0
M621_J7toJ6_WB,1,21,84,431,14,4,5,81,2
A38_M_NB,9,12,334,148,10,2,2,92,4
M621_J7_EB,9,15,312,224,8,48,20,78,5
M621_J7toM1_EB,4,16,25,25,48,31,5,82,6
M621_J7_EB,9,13,325,10,19,30,8,89,1
M621_J6_WB,6,0,106,32,4,7,3,72,1
M606_J3toJ2,10,3,280,70,11,14,1,74,1
M621_J1_EB,10,1,154,265,9,18,3,85,0
A38_M_NB,4,17,244,257,13,13,0,80,6
M621_J2_WB,4,10,147,3,14,15,5,97,6
M621_J7_EB,10,3,218,190,16,24,4,83,0
M621_J2_WB,9,22,143,219,14,21,12,109,5
M621_J7_EB,12,21,838,54,295,43,2,81,6
M621_J27_WB,4,22,4,52,19,4,1,18,6
M621_J1_EB,9,2,29,20,11,4,3,69,1
A38_M_NB,10,7,293,434,13,5,3,99,0
A38_M_NB,6,13,150,178,4,3,3,57,6
M621_J1_EB,8,16,372,297,4,0,5,108,4
M621_J7_EB,8,6,167,415,17,12,9,85,3
M621_J1_EB,12,5,150,152,9,17,6,70,5
M621_J7_EB,11,18,388,141,8,23,0,90,0
M621_J4_WB,3,22,574,63,11,18,5,96,4
M621_J1toM62_WB,3,13,215,105,8,37,7,59,6
A38_M_NB,10,19,77,174,14,12,6,97,0
M621_J4_WB,7,15,125,29,314,1,2,97,0
M621_J3toJ2A_WB,10,15,237,156,64,4,27,98,6
M621_J1toM62_WB,4,11,175,9,34,7,6,74,0
M621_J7toM1_EB,8,15,68,254,21,3,8,96,6
M621_J5toJ6_EB,1,2,26,9,37,3,3,94,5
M621_J1_EB,1,0,259,31,11,1,0,108,3
M621_J1_EB,9,23,124,70,1,4,86,66,1
M621_J4_EB,8,15,130,138,11,1,5,108,4
A38_M_NB,2,7,477,5,10,2,13,66,6
M621_J3toJ2A_EB,10,9,77,440,6,16,5,87,0
M621_J3toJ2A_EB,9,1,239,232,1,3,5,80,5
M621_J4_EB,9,11,49,103,76,5,6,87,5
M621_J7_EB,8,2,610,114,291,1,35,94,1
M621_J4_EB,9,9,38,924,6,3,0,84,0
M621_J7toJ6_WB,1,5,271,192,14,3,2,58,0
A38_M_NB,9,20,253,115,110,5,8,111,3
M621_J4_EB,4,2,17,211,16,6,21,202,6
A38_M_NB,10,0,54,229,74,5,23,101,4
M621_J7_EB,4,18,31,215,39,3,3,69,3
A38_M_NB,9,15,273,81,10,13,3,87,2
M621_J27_WB,11,10,248,232,6,23,5,73,2
A38_M_NB,3,18,20,247,18,6,88,86,5
M621_J4_EB,7,16,62,50,8,5,1,78,5
M621_J3toJ2A_EB,7,15,59,179,34,4,12,84,3
A38_M_NB,4,21,33,355,4,8,33,110,5
M621_J6_EB,7,21,27,75,56,17,0,81,4
M621_J3toJ2A_EB,8,21,471,484,193,1,8,81,6
M621_J1toM62_WB,9,2,117,399,15,8,2,60,4
M621_J7toJ6_WB,9,9,309,99,3,41,6,83,5
M621_J6_WB,8,2,265,158,12,20,0,85,0
M621_J7_EB,3,6,178,62,9,15,7,84,6
A38_M_NB,7,11,253,89,13,3,5,83,1
M621_J27_WB,10,9,29,475,0,14,4,80,6
M621_J1_WB,9,21,310,191,33,114,1,94,5
M606_J3toJ2,6,23,220,27,10,6,3,109,2
M606_J3toJ2,6,11,242,65,37,7,3,78,1
M606_J3toJ2,9,10,216,191,17,7,11,82,5
M621_J4_EB,6,7,266,6,17,51,15,97,6
M621_J3toJ2A_EB,8,18,11,84,11,19,2,86,3
A38_M_NB,8,22,194,244,8,11,0,92,2
M606_J3toJ2,9,11,31,519,14,7,2,72,4
M621_J1_EB,1,16,160,123,10,1,7,85,5
A38_M_NB,1,3,398,83,16,5,9,82,2
M621_J3toJ2A_EB,8,7,282,193,9,18,10,72,5
M621_J4_WB,9,0,1312,146,18,3,31,80,1
A38_M_NB,9,21,35,97,38,35,21,59,4
M606_J1toJ2,11,9,124,146,10,4,5,83,6
M621_J27_WB,9,14,128,200,36,85,4,100,4
A38_M_NB,10,5,267,15,18,52,4,91,5
M621_J7toJ6_WB,1,8,15,13,18,4,4,86,5
M606_J3toJ2,10,16,149,46,292,6,7,90,1
M621_J6_EB,8,8,134,293,16,69,19,91,4
M621_J2_WB,9,12,168,145,1,22,22,99,3
M621_J4_EB,11,22,82,7,19,0,3,61,1
M621_J4_WB,6,3,48,299,14,16,29,61,0
A38_M_NB,2,5,112,424,1,4,2,89,5
M621_J3toJ2A_EB,8,13,113,319,18,2,4,98,3
M606_J2toJ1,6,23,37,306,41,3,6,98,1
A38_M_NB,11,0,89,438,14,41,21,89,3
M621_J7_EB,4,11,43,70,27,5,1,111,6
M621_J1_EB,3,21,440,24,52,55,4,86,4
M621_J6_EB,8,13,181,63,28,40,6,220,3
M621_J4_WB,5,13,0,259,26,0,2,58,1
M621_J4_EB,4,6,187,268,6,42,1,88,0
M621_J4_EB,5,9,163,41,1,10,2,81,0
M621_J2_WB,9,12,133,199,10,3,24,74,2
M621_J1toM62_WB,3,16,358,1,12,4,0,76,0
A38_M_NB,3,14,149,45,19,44,13,80,6
M621_J4_EB,10,14,121,77,5,27,9,82,3
M621_J3toJ2A_EB,1,11,213,134,4,18,6,77,0
M621_J4_WB,6,10,196,245,8,18,9,86,3
M606_J1toJ2,4,10,151,17,17,9,22,85,2
M621_J1toM62_WB,11,11,193,185,50,1,52,26,0
M621_J5toJ6_EB,1,15,151,261,3,36,2,104,0
M621_J7_EB,4,10,230,79,57,7,8,84,2
M621_J3toJ2A_EB,1,20,267,151,11,18,2,88,5
M621_J4_EB,4,11,50,499,17,8,13,85,1
M606_J3toJ2,2,4,148,40,2,5,13,86,0
M621_J1toM62_WB,7,15,42,119,10,5,2,88,3
M621_J2_WB,4,1,137,236,8,54,14,110,0
A38_M_NB,6,3,46,183,79,8,3,82,2
A38_M_NB,11,10,1070,146,14,3,1,100,4
A38_M_NB,8,7,16,110,2,52,4,88,1
M621_J7_EB,10,9,266,420,21,145,34,78,5
M621_J27_WB,7,17,157,62,7,7,0,30,3
A38_M_NB,6,18,134,0,17,21,24,81,4
M621_J7toM1_EB,2,21,164,50,11,3,1,70,4
A38_M_NB,8,5,133,29,15,0,8,88,4
M621_J3toJ2A_WB,9,19,75,63,13,2,0,79,6
M621_J3toJ2A_EB,1,9,43,49,4,9,5,88,1
M606_J1toJ2,7,7,390,267,20,6,14,89,5
A38_M_NB,4,23,22,667,15,3,2,86,2
M621_J7toM1_EB,10,12,45,490,3,1,35,86,1
A38_M_NB,9,8,164,430,14,17,0,107,5
M606_J3toJ2,8,17,218,19,33,10,9,85,5
M621_J3toJ2A_EB,4,15,159,42,19,5,6,101,2
M621_J4_WB,5,6,186,44,3,6,4,80,4
M606_J3toJ2,9,11,196,362,8,7,11,106,1
A38_M_NB,3,13,169,146,3,38,23,79,4
M621_J4_EB,9,19,213,27,308,1,2,16,4
M621_J3toJ2A_EB,4,11,130,63,1,7,0,98,6
A38_M_NB,3,12,308,7,6,1,8,58,2
M621_J3toJ2A_EB,5,6,32,67,2,4,34,99,4
M621_J1_EB,4,3,187,139,17,22,3,86,5
M621_J6toJ5_WB,10,12,659,191,5,6,4,89,2
M621_J1_EB,6,17,714,180,8,7,8,109,2
M621_J3toJ2A_EB,9,0,54,32,11,18,11,49,4
M621_J3toJ2A_EB,9,12,22,21,23,7,1,104,1
M621_J7toM1_EB,3,3,58,1,4,5,4,87,0
M621_J4_EB,10,4,30,117,4,10,3,98,4
M621_J4_EB,8,8,32,59,19,1,21,86,0
M621_J1toM62_WB,9,14,63,117,18,3,4,63,6
A38_M_NB,4,19,95,35,32,68,10,81,5
M621_J27_WB,8,16,422,211,16,12,4,72,5
M621_J4_WB,9,22,53,24,14,1,41,62,6
M621_J2_WB,3,16,15,115,3,24,5,79,6
M621_J4_EB,10,7,21,13,15,46,2,62,6
M621_J6toJ5_WB,8,16,596,40,13,28,3,85,2
A38_M_NB,9,16,191,10,1,6,2,80,5
M621_J3toJ2A_EB,10,13,91,63,16,12,5,90,6
M621_J4_WB,6,15,213,394,18,7,2,106,5
M621_J7toM1_EB,11,20,234,191,120,7,6,88,1
M621_J7_EB,10,1,675,119,14,21,8,78,4
M621_J6_WB,2,6,201,240,6,72,13,90,2
M621_J1_EB,8,3,44,283,14,19,5,87,4
M621_J27_WB,6,11,31,55,11,23,6,70,3
M621_J4_EB,8,12,219,672,13,5,3,82,3
M621_J7toM1_EB,1,7,58,16,8,5,4,83,1
M621_M1toJ7_WB,11,17,97,56,4,27,4,81,6
M621_J6_WB,8,13,112,61,18,5,11,71,4
M621_J4_EB,7,21,23,1104,14,19,6,96,6
M621_M1toJ7_WB,4,5,160,59,18,8,8,78,6
M621_J7_EB,6,18,284,12,3,19,5,87,6
M621_J2_WB,4,3,36,31,18,2,3,4,4
M621_J3toJ2A_EB,10,19,198,28,5,34,2,104,4
M606_J3toJ2,5,11,206,339,16,5,4,58,3
M621_J1_EB,9,9,322,281,10,1,1,81,6
M621_J6toJ5_WB,8,14,485,58,78,3,14,102,4
A38_M_NB,8,23,80,210,4,19,0,86,6
M621_J2_WB,4,13,150,2,5,6,8,83,0
M621_J4_EB,11,6,556,239,13,3,4,95,3
M621_J7_EB,12,12,218,88,8,8,0,88,3
M621_J4_WB,4,2,69,44,19,4,34,84,3
M606_J1toJ2,3,21,947,139,120,5,14,103,3
M621_J1_WB,5,4,189,87,1,8,4,81,0
M606_J1toJ2,3,18,106,69,4,5,1,86,2
M621_J1toM62_WB,11,23,345,266,14,17,1,90,0
A38_M_NB,6,3,191,256,28,8,14,50,4
M621_J1toM62_WB,6,21,355,168,26,16,2,89,3
A38_M_NB,1,11,505,32,51,7,1,89,1
M621_J4_EB,9,22,341,56,6,4,3,90,0
M621_J6toJ5_WB,8,6,680,219,3,7,7,78,4
M621_J7_EB,5,11,328,189,16,0,4,83,0
M621_J7toM1_EB,9,18,273,274,27,44,1,86,5
M621_J7toM1_EB,7,4,53,100,11,24,1,111,6
A38_M_NB,9,7,444,59,1,25,1,88,0
M621_J7toJ6_WB,4,16,295,17,15,52,6,102,6
M621_J3toJ2A_EB,10,12,15,22,11,2,8,80,4
M621_J6toJ5_WB,12,18,87,158,10,1,3,103,2
M621_J1toM62_WB,3,22,104,3,49,13,3,90,6
A38_M_NB,10,5,223,10,33,2,3,105,1
M621_J2_WB,10,7,50,76,17,5,3,98,4
M621_J3toJ2A_EB,10,2,314,31,17,0,5,57,6
M621_J1toM62_WB,6,7,83,288,7,15,7,83,4
A38_M_NB,6,2,124,308,4,7,5,69,0
A38_M_NB,5,0,131,296,39,24,4,95,6
A38_M_NB,9,8,265,390,45,4,9,87,3
A38_M_NB,8,7,215,122,14,7,0,91,5
A38_M_NB,6,1,129,35,14,3,3,86,5
M621_J4_WB,3,1,24,129,10,4,5,83,5
M621_J7toM1_EB,9,10,126,31,18,6,6,73,6
M606_J1toJ2,9,1,244,134,15,13,4,61,1
M621_J7_EB,12,16,71,75,17,49,3,80,1
M621_J3toJ2A_EB,9,19,590,11,23,16,2,96,1
A38_M_NB,8,9,259,450,8,7,13,113,4
M621_J7_EB,1,13,340,76,6,7,3,68,5
M621_J27_WB,4,23,50,6,28,48,14,80,1
M621_J7toM1_EB,4,6,675,73,13,16,4,97,1
A38_M_NB,9,21,324,450,86,0,0,74,3
M621_J1_EB,9,12,76,52,9,71,4,89,1
A38_M_NB,1,2,1,1106,14,5,4,61,1
